NO_MUNICIPIO_ESC;Presente;Total_Alunos;regiao;estado;municipio;data;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Casos_per_capita;Mortes_per_capita;Relacao_Presenca
Carnaubeira da Penha;19;29;Nordeste;PE;Carnaubeira da Penha;2021-11-21;12932.0;278.0;0;7;0;0.0214970615527373;0.0005412929167955;0.6551724137931034
Feijó;25;52;Norte;AC;Feijó;2021-11-21;34780.0;3338.0;0;63;0;0.0959746981023576;0.001811385853939;0.4807692307692308
João Neiva;16;30;Sudeste;ES;João Neiva;2021-11-21;16668.0;2963.0;0;54;0;0.177765778737701;0.0032397408207343;0.5333333333333333
Itabi;14;33;Nordeste;SE;Itabi;2021-11-21;4903.0;214.0;0;2;0;0.0436467468896593;0.0004079135223332;0.42424242424242425
Carandaí;9;25;Sudeste;MG;Carandaí;2021-11-21;25501.0;2242.0;0;55;0;0.0879181208580055;0.0021567781655621;0.36
Arauá;13;30;Nordeste;SE;Arauá;2021-11-21;10056.0;1292.0;0;22;0;0.1284805091487669;0.0021877486077963;0.43333333333333335
Maurilândia do Tocantins;16;27;Norte;TO;Maurilândia do Tocantins;2021-11-21;3426.0;480.0;0;4;0;0.1401050788091068;0.0011675423234092;0.5925925925925926
Presidente Médici;60;142;Norte;RO;Presidente Médici;2021-11-21;18986.0;3784.0;0;87;0;0.1993047508690614;0.0045823238175497;0.4225352112676056
Cerqueira César;35;75;Sudeste;SP;Cerqueira César;2021-11-21;19985.0;2178.0;0;50;0;0.1089817363022266;0.0025018764073054;0.4666666666666667
Vila Nova do Sul;9;13;Sul;RS;Vila Nova do Sul;2021-11-21;4280.0;392.0;0;9;0;0.0915887850467289;0.0021028037383177;0.6923076923076923
Sumé;24;45;Nordeste;PB;Sumé;2021-11-21;16966.0;2816.0;1;43;0;0.1659790168572439;0.0025344807261581;0.5333333333333333
Alfredo Marcondes;11;17;Sudeste;SP;Alfredo Marcondes;2021-11-21;4166.0;281.0;0;15;0;0.0674507921267402;0.0036005760921747;0.6470588235294118
Prudente de Morais;7;11;Sudeste;MG;Prudente de Morais;2021-11-21;10733.0;626.0;0;22;0;0.0583247926954253;0.0020497530979222;0.6363636363636364
Santa Luzia do Itanhy;15;46;Nordeste;SE;Santa Luzia do Itanhy;2021-11-21;14035.0;735.0;0;13;0;0.0523690773067331;0.0009262557890986;0.32608695652173914
Itagi;4;9;Nordeste;BA;Itagi;2021-11-21;12351.0;965.0;0;23;0;0.0781313253987531;0.0018621973929236;0.4444444444444444
Santo Antônio dos Lopes;9;20;Nordeste;MA;Santo Antônio dos Lopes;2021-11-21;14528.0;1502.0;0;28;0;0.1033865638766519;0.0019273127753303;0.45
Chapada Gaúcha;7;20;Sudeste;MG;Chapada Gaúcha;2021-11-21;13680.0;1539.0;0;19;0;0.1125;0.0013888888888888;0.35
Capão Alto;1;1;Sul;SC;Capão Alto;2021-11-21;2525.0;192.0;0;2;0;0.076039603960396;0.0007920792079207;1.0
Bertópolis;2;8;Sudeste;MG;Bertópolis;2021-11-21;4604.0;497.0;0;5;0;0.1079496090356212;0.0010860121633362;0.25
São José do Alegre;13;20;Sudeste;MG;São José do Alegre;2021-11-21;4196.0;244.0;0;7;0;0.0581506196377502;0.0016682554814108;0.65
São Vicente do Sul;47;55;Sul;RS;São Vicente do Sul;2021-11-21;8721.0;597.0;0;19;0;0.0684554523563811;0.0021786492374727;0.8545454545454545
Ourolândia;9;24;Nordeste;BA;Ourolândia;2021-11-21;17451.0;1715.0;0;15;0;0.0982751704773365;0.0008595495960116;0.375
Colorado do Oeste;108;202;Norte;RO;Colorado do Oeste;2021-11-21;15882.0;2470.0;0;47;0;0.1555219745623977;0.0029593250220375;0.5346534653465347
Montividiu;18;50;Centro-Oeste;GO;Montividiu;2021-11-21;13396.0;1340.0;0;30;0;0.1000298596595998;0.002239474469991;0.36
Iraí;9;17;Sul;RS;Iraí;2021-11-21;7241.0;708.0;0;16;0;0.0977765502002485;0.0022096395525479;0.5294117647058824
Naque;8;15;Sudeste;MG;Naque;2021-11-21;6996.0;604.0;0;22;0;0.0863350485991995;0.0031446540880503;0.5333333333333333
Nova Ibiá;5;6;Nordeste;BA;Nova Ibiá;2021-11-21;6591.0;607.0;0;22;0;0.0920952814443938;0.0033378849946897;0.8333333333333334
Rio Novo do Sul;31;52;Sudeste;ES;Rio Novo do Sul;2021-11-21;11622.0;1873.0;0;35;0;0.1611598692135604;0.0030115298571674;0.5961538461538461
Campo Limpo de Goiás;6;42;Centro-Oeste;GO;Campo Limpo de Goiás;2021-11-21;7789.0;282.0;0;18;0;0.0362049043522916;0.0023109513416356;0.14285714285714285
Pedra Mole;12;17;Nordeste;SE;Pedra Mole;2021-11-21;3261.0;279.0;0;8;0;0.0855565777368905;0.0024532352039251;0.7058823529411765
São Vicente Ferrer;22;42;Nordeste;MA;São Vicente Ferrer;2021-11-21;22247.0;226.0;0;9;0;0.0101586730795163;0.0004045489279453;0.5238095238095238
Santo Antônio de Posse;17;52;Sudeste;SP;Santo Antônio de Posse;2021-11-21;23310.0;3121.0;0;51;0;0.1338910338910338;0.0021879021879021;0.3269230769230769
Caparaó;5;10;Sudeste;MG;Caparaó;2021-11-21;5438.0;378.0;0;7;0;0.0695108495770503;0.0012872379551305;0.5
Arinos;70;100;Sudeste;MG;Arinos;2021-11-21;17875.0;1406.0;0;31;0;0.0786573426573426;0.0017342657342657;0.7
Casserengue;19;24;Nordeste;PB;Casserengue;2021-11-21;7468.0;1061.0;0;22;0;0.1420728441349759;0.0029459025174076;0.7916666666666666
Santa Maria da Boa Vista;62;129;Nordeste;PE;Santa Maria da Boa Vista;2021-11-21;41931.0;1397.0;3;29;1;0.0333166392406572;0.0006916124108654;0.4806201550387597
Teofilândia;50;68;Nordeste;BA;Teofilândia;2021-11-21;22518.0;1051.0;0;21;0;0.0466737720934363;0.0009325872635225;0.7352941176470589
São Félix do Araguaia;9;19;Centro-Oeste;MT;São Félix do Araguaia;2021-11-21;11708.0;2166.0;0;43;0;0.1850017082336863;0.0036727024256918;0.47368421052631576
Boa Vista do Buricá;6;8;Sul;RS;Boa Vista do Buricá;2021-11-21;6712.0;932.0;0;11;0;0.1388557806912991;0.0016388557806912;0.75
Araguaçu;12;47;Norte;TO;Araguaçu;2021-11-21;8517.0;965.0;0;22;0;0.113302806152401;0.002583069155806;0.2553191489361702
Nova Crixás;12;70;Centro-Oeste;GO;Nova Crixás;2021-11-21;12869.0;2360.0;0;25;0;0.1833864325122387;0.0019426528867821;0.17142857142857143
Dirce Reis;2;2;Sudeste;SP;Dirce Reis;2021-11-21;1793.0;196.0;0;5;0;0.109313998884551;0.0027886224205242;1.0
Caroebe;3;18;Norte;RR;Caroebe;2021-11-21;10169.0;2030.0;0;21;0;0.1996263152719048;0.0020650998131576;0.16666666666666666
Ribamar Fiquene;6;8;Nordeste;MA;Ribamar Fiquene;2021-11-21;7791.0;510.0;0;18;0;0.06546014632268;0.0023103581055063;0.75
Chalé;2;5;Sudeste;MG;Chalé;2021-11-21;5704.0;759.0;0;10;0;0.1330645161290322;0.0017531556802244;0.4
Paulistânia;2;5;Sudeste;SP;Paulistânia;2021-11-21;1833.0;202.0;0;5;0;0.1102018548827059;0.0027277686852154;0.4
Miguel Pereira;47;73;Sudeste;RJ;Miguel Pereira;2021-11-21;25538.0;3770.0;0;80;0;0.1476231498159605;0.0031325867334951;0.6438356164383562
Vila Propício;14;40;Centro-Oeste;GO;Vila Propício;2021-11-21;5821.0;414.0;0;8;0;0.0711218003779419;0.0013743343068201;0.35
Cristais;14;28;Sudeste;MG;Cristais;2021-11-21;12798.0;1581.0;0;30;0;0.1235349273323956;0.0023441162681669;0.5
Botelhos;9;28;Sudeste;MG;Botelhos;2021-11-21;14971.0;1891.0;0;34;0;0.1263108676775098;0.0022710573775966;0.32142857142857145
Iati;28;53;Nordeste;PE;Iati;2021-11-21;19197.0;809.0;0;19;0;0.0421420013543782;0.0009897379798926;0.5283018867924528
Nova Guataporanga;2;6;Sudeste;SP;Nova Guataporanga;2021-11-21;2316.0;218.0;0;4;0;0.0941278065630397;0.001727115716753;0.3333333333333333
Campanário;1;10;Sudeste;MG;Campanário;2021-11-21;3721.0;262.0;0;6;0;0.0704111797903789;0.0016124697661918;0.1
Lagoa;4;15;Nordeste;PB;Lagoa;2021-11-21;4666.0;232.0;0;3;0;0.0497213887698242;0.0006429489927132;0.26666666666666666
Apiacá;7;17;Sudeste;ES;Apiacá;2021-11-21;7567.0;1025.0;0;38;0;0.1354565878155147;0.005021805206819;0.4117647058823529
Nova Xavantina;33;60;Centro-Oeste;MT;Nova Xavantina;2021-11-21;21374.0;3629.0;0;71;0;0.1697857209694021;0.0033217928324132;0.55
Governador Eugênio Barros;25;49;Nordeste;MA;Governador Eugênio Barros;2021-11-21;16828.0;1835.0;0;11;0;0.109044449726646;0.0006536724506774;0.5102040816326531
Santo Antônio;42;69;Nordeste;RN;Santo Antônio;2021-11-21;24136.0;2342.0;3;57;0;0.0970334769638713;0.0023616175008286;0.6086956521739131
Medina;16;31;Sudeste;MG;Medina;2021-11-21;20820.0;1247.0;0;26;0;0.0598943323727185;0.0012487992315081;0.5161290322580645
Santa Maria Madalena;4;6;Sudeste;RJ;Santa Maria Madalena;2021-11-21;10404.0;274.0;0;11;0;0.0263360246059208;0.0010572856593617;0.6666666666666666
Cosmorama;2;15;Sudeste;SP;Cosmorama;2021-11-21;7307.0;796.0;0;40;0;0.1089366361023675;0.0054742028192144;0.13333333333333333
Formoso do Araguaia;51;117;Norte;TO;Formoso do Araguaia;2021-11-21;18440.0;3418.0;0;67;0;0.1853579175704989;0.0036334056399132;0.4358974358974359
Montadas;13;18;Nordeste;PB;Montadas;2021-11-21;5669.0;413.0;0;8;0;0.072852354912683;0.0014111836302698;0.7222222222222222
Santa Cruz de Minas;3;8;Sudeste;MG;Santa Cruz de Minas;2021-11-21;8604.0;868.0;0;22;0;0.100883310088331;0.002556950255695;0.375
Marques de Souza;3;6;Sul;RS;Marques de Souza;2021-11-21;4009.0;365.0;0;9;0;0.0910451484160638;0.0022449488650536;0.5
Teixeiras;22;33;Sudeste;MG;Teixeiras;2021-11-21;11661.0;1089.0;0;28;0;0.0933882171340365;0.0024011662807649;0.6666666666666666
Itapuí;2;10;Sudeste;SP;Itapuí;2021-11-21;13992.0;1612.0;0;41;0;0.1152086906803887;0.0029302458547741;0.2
Rio do Antônio;16;17;Nordeste;BA;Rio do Antônio;2021-11-21;15371.0;1042.0;0;17;0;0.0677899941448181;0.0011059787912302;0.9411764705882353
Gentio do Ouro;3;7;Nordeste;BA;Gentio do Ouro;2021-11-21;11233.0;609.0;0;12;0;0.0542152586130152;0.0010682809578919;0.42857142857142855
Campina das Missões;13;18;Sul;RS;Campina das Missões;2021-11-21;5474.0;643.0;0;9;0;0.1174643770551698;0.0016441359152356;0.7222222222222222
Florânia;11;17;Nordeste;RN;Florânia;2021-11-21;9116.0;1559.0;0;19;0;0.1710179903466432;0.0020842474769635;0.6470588235294118
Nova União;21;40;Norte;RO;Nova União;2021-11-21;6970.0;883.0;0;15;0;0.1266857962697274;0.0021520803443328;0.525
Mirandiba;24;45;Nordeste;PE;Mirandiba;2021-11-21;15390.0;1001.0;0;18;0;0.0650422352176738;0.0011695906432748;0.5333333333333333
Aurora do Tocantins;7;25;Norte;TO;Aurora do Tocantins;2021-11-21;3757.0;386.0;0;7;0;0.1027415491083311;0.0018631887143997;0.28
Abaré;26;49;Nordeste;BA;Abaré;2021-11-21;20086.0;1145.0;6;11;0;0.057004879020213;0.0005476451259583;0.5306122448979592
Taguatinga;17;54;Norte;TO;Taguatinga;2021-11-21;16683.0;1555.0;0;31;0;0.0932086555175927;0.001858178984595;0.3148148148148148
Rio dos Índios;3;11;Sul;RS;Rio dos Índios;2021-11-21;2752.0;327.0;0;10;0;0.1188226744186046;0.0036337209302325;0.2727272727272727
Protásio Alves;0;1;Sul;RS;Protásio Alves;2021-11-21;1947.0;126.0;0;6;0;0.0647149460708782;0.0030816640986132;0.0
São Cristóvão do Sul;10;25;Sul;SC;São Cristóvão do Sul;2021-11-21;5549.0;303.0;0;17;0;0.0546044332312128;0.0030636150657776;0.4
Braganey;9;22;Sul;PR;Braganey;2021-11-21;5427.0;681.0;1;10;0;0.1254836926478717;0.001842638658559;0.4090909090909091
Butiá;29;47;Sul;RS;Butiá;2021-11-21;20941.0;2531.0;0;59;0;0.1208633780621746;0.0028174394728045;0.6170212765957447
Delta;10;20;Sudeste;MG;Delta;2021-11-21;10533.0;1582.0;0;30;0;0.1501946264122282;0.0028481913984619;0.5
Congonhal;5;21;Sudeste;MG;Congonhal;2021-11-21;11950.0;1375.0;0;29;0;0.1150627615062761;0.0024267782426778;0.23809523809523808
Jaçanã;14;18;Nordeste;RN;Jaçanã;2021-11-21;9133.0;837.0;0;5;0;0.0916456804992883;0.0005474652359575;0.7777777777777778
Jequitaí;11;13;Sudeste;MG;Jequitaí;2021-11-21;7531.0;342.0;0;10;0;0.0454122958438454;0.0013278449077147;0.8461538461538461
Dores de Campos;12;24;Sudeste;MG;Dores de Campos;2021-11-21;10153.0;1193.0;0;37;0;0.1175022160937653;0.0036442430808627;0.5
América Dourada;22;38;Nordeste;BA;América Dourada;2021-11-21;16094.0;962.0;0;14;0;0.0597738287560581;0.0008698893997763;0.5789473684210527
Ribeirão do Pinhal;18;24;Sul;PR;Ribeirão do Pinhal;2021-11-21;13029.0;1747.0;3;53;0;0.1340855015734131;0.0040678486453296;0.75
Serrinha dos Pintos;14;22;Nordeste;RN;Serrinha dos Pintos;2021-11-21;4800.0;626.0;0;4;0;0.1304166666666666;0.0008333333333333;0.6363636363636364
Centro Novo do Maranhão;15;33;Nordeste;MA;Centro Novo do Maranhão;2021-11-21;21622.0;1158.0;0;12;0;0.0535565627601517;0.0005549902876699;0.45454545454545453
Senador La Rocque;31;59;Nordeste;MA;Senador La Rocque;2021-11-21;14293.0;306.0;0;23;0;0.021409081368502;0.0016091793185475;0.5254237288135594
São João da Varjota;6;8;Nordeste;PI;São João da Varjota;2021-11-21;4840.0;350.0;0;2;0;0.0723140495867768;0.0004132231404958;0.75
Santa Fé;14;22;Sul;PR;Santa Fé;2021-11-21;12037.0;1004.0;0;48;0;0.0834094874138074;0.0039877045775525;0.6363636363636364
Sete Quedas;17;36;Centro-Oeste;MS;Sete Quedas;2021-11-21;10791.0;796.0;0;20;0;0.0737651746826058;0.0018533963488091;0.4722222222222222
Caçu;33;64;Centro-Oeste;GO;Caçu;2021-11-21;16009.0;2278.0;0;40;0;0.1422949590855144;0.0024985945405709;0.515625
Ipê;6;18;Sul;RS;Ipê;2021-11-21;6640.0;988.0;0;10;0;0.1487951807228915;0.0015060240963855;0.3333333333333333
Imbituva;58;102;Sul;PR;Imbituva;2021-11-21;32564.0;5069.0;6;116;0;0.1556626950006141;0.0035622159439872;0.5686274509803921
Casca;30;41;Sul;RS;Casca;2021-11-21;9031.0;1294.0;0;22;0;0.1432842431624404;0.002436053593179;0.7317073170731707
Macedônia;2;11;Sudeste;SP;Macedônia;2021-11-21;3698.0;463.0;0;26;0;0.1252028123309897;0.0070308274743104;0.18181818181818182
São José da Barra;12;16;Sudeste;MG;São José da Barra;2021-11-21;7426.0;745.0;0;18;0;0.1003231887961217;0.002423915970913;0.75
Ararendá;56;156;Nordeste;CE;Ararendá;2021-11-21;10935.0;1469.0;0;22;0;0.1343392775491541;0.0020118884316415;0.358974358974359
Jacaraci;31;37;Nordeste;BA;Jacaraci;2021-11-21;14842.0;820.0;0;18;0;0.0552486187845303;0.0012127745586848;0.8378378378378378
São Gabriel do Oeste;43;85;Centro-Oeste;MS;São Gabriel do Oeste;2021-11-21;26771.0;4300.0;0;93;0;0.160621568114751;0.0034739083336446;0.5058823529411764
Mirante do Paranapanema;30;50;Sudeste;SP;Mirante do Paranapanema;2021-11-21;18259.0;1276.0;0;44;0;0.0698833451996275;0.002409770524125;0.6
Cavalcante;24;63;Centro-Oeste;GO;Cavalcante;2021-11-21;9709.0;588.0;0;6;0;0.0605623648161499;0.0006179833144505;0.38095238095238093
Governador Luiz Rocha;9;31;Nordeste;MA;Governador Luiz Rocha;2021-11-21;7807.0;392.0;0;1;0;0.0502113487895478;1.0;0.2903225806451613
Augusto Pestana;6;12;Sul;RS;Augusto Pestana;2021-11-21;6661.0;995.0;1;14;0;0.1493769704248611;0.0021017865185407;0.5
Eliseu Martins;11;17;Nordeste;PI;Eliseu Martins;2021-11-21;4915.0;301.0;0;15;0;0.0612410986775178;0.0030518819938962;0.6470588235294118
Licínio de Almeida;15;20;Nordeste;BA;Licínio de Almeida;2021-11-21;12388.0;456.0;0;10;0;0.0368098159509202;0.0008072328059412;0.75
Mira Estrela;1;4;Sudeste;SP;Mira Estrela;2021-11-21;3086.0;356.0;0;13;0;0.1153596889176928;0.0042125729099157;0.25
Salto Veloso;7;15;Sul;SC;Salto Veloso;2021-11-21;4718.0;714.0;0;8;0;0.1513353115727003;0.0016956337431114;0.4666666666666667
Ervália;45;59;Sudeste;MG;Ervália;2021-11-21;18895.0;1666.0;0;37;0;0.0881714739349034;0.0019581899973537;0.7627118644067796
Borborema;10;33;Nordeste;PB;Borborema;2021-11-21;5263.0;391.0;0;14;0;0.074292228766863;0.002660079802394;0.30303030303030304
Antônio Dias;7;12;Sudeste;MG;Antônio Dias;2021-11-21;9318.0;607.0;0;27;0;0.0651427344923803;0.002897617514488;0.5833333333333334
Cajueiro da Praia;11;16;Nordeste;PI;Cajueiro da Praia;2021-11-21;7642.0;489.0;0;20;0;0.0639884846898717;0.002617115938236;0.6875
Guaraciaba do Norte;289;661;Nordeste;CE;Guaraciaba do Norte;2021-11-21;40642.0;2667.0;4;77;0;0.0656217705821563;0.0018945918015845;0.4372163388804841
Cananéia;9;27;Sudeste;SP;Cananéia;2021-11-21;12540.0;904.0;0;32;0;0.0720893141945773;0.0025518341307814;0.3333333333333333
Passo de Torres;18;32;Sul;SC;Passo de Torres;2021-11-21;8823.0;1432.0;0;30;0;0.1623030715176243;0.0034002040122407;0.5625
Morro do Chapéu;38;58;Nordeste;BA;Morro do Chapéu;2021-11-21;35413.0;2650.0;0;29;1;0.0748312766498178;0.0008189083105074;0.6551724137931034
Vera Cruz do Oeste;9;22;Sul;PR;Vera Cruz do Oeste;2021-11-21;8521.0;1242.0;0;48;0;0.1457575401948128;0.005633141650041;0.4090909090909091
Encruzilhada do Sul;41;72;Sul;RS;Encruzilhada do Sul;2021-11-21;25877.0;2521.0;0;78;0;0.0974224214553464;0.0030142597673609;0.5694444444444444
Colônia do Gurguéia;12;19;Nordeste;PI;Colônia do Gurguéia;2021-11-21;6484.0;574.0;0;12;0;0.0885256014805675;0.0018507094386181;0.631578947368421
Riversul;10;19;Sudeste;SP;Riversul;2021-11-21;5524.0;548.0;0;28;0;0.0992034757422157;0.005068790731354;0.5263157894736842
Oscar Bressane;1;10;Sudeste;SP;Oscar Bressane;2021-11-21;2603.0;341.0;0;7;0;0.1310026892047637;0.0026892047637341;0.1
São Francisco de Assis;22;41;Sul;RS;São Francisco de Assis;2021-11-21;18335.0;1828.0;0;33;0;0.0997000272702481;0.001799836378511;0.5365853658536586
Rio de Contas;25;36;Nordeste;BA;Rio de Contas;2021-11-21;12989.0;739.0;0;7;0;0.0568942951728385;0.0005389175456155;0.6944444444444444
São Félix;14;14;Nordeste;BA;São Félix;2021-11-21;14740.0;1013.0;0;8;0;0.0687245590230664;0.0005427408412483;1.0
Atalanta;8;15;Sul;SC;Atalanta;2021-11-21;3210.0;513.0;0;11;0;0.1598130841121495;0.0034267912772585;0.5333333333333333
Maragogipe;33;57;Nordeste;BA;Maragogipe;2021-11-21;44677.0;2399.0;0;49;0;0.0536965328916444;0.0010967611970365;0.5789473684210527
Itaí;14;33;Sudeste;SP;Itaí;2021-11-21;27125.0;3041.0;0;75;0;0.112110599078341;0.0027649769585253;0.42424242424242425
Itapetim;21;29;Nordeste;PE;Itapetim;2021-11-21;13616.0;1518.0;0;34;0;0.1114864864864864;0.0024970622796709;0.7241379310344828
Santo Afonso;6;7;Centro-Oeste;MT;Santo Afonso;2021-11-21;3146.0;333.0;0;13;0;0.1058486967577876;0.0041322314049586;0.8571428571428571
Coroados;1;4;Sudeste;SP;Coroados;2021-11-21;6058.0;778.0;0;20;0;0.1284252228458237;0.0033014196104324;0.25
Barão;13;23;Sul;RS;Barão;2021-11-21;6171.0;775.0;0;13;0;0.1255874250526657;0.0021066277750769;0.5652173913043478
Barra do Chapéu;6;17;Sudeste;SP;Barra do Chapéu;2021-11-21;5724.0;451.0;0;6;0;0.0787910552061495;0.0010482180293501;0.35294117647058826
Barreira;61;250;Nordeste;CE;Barreira;2021-11-21;22425.0;1603.0;0;51;0;0.0714827201783723;0.0022742474916387;0.244
Balneário Piçarras;31;72;Sul;SC;Balneário Piçarras;2021-11-21;23147.0;5581.0;0;64;0;0.241111159113492;0.0027649371408821;0.4305555555555556
Cristinápolis;32;148;Nordeste;SE;Cristinápolis;2021-11-21;17874.0;608.0;0;30;0;0.0340158890007832;0.0016784155756965;0.21621621621621623
Monteiro Lobato;5;16;Sudeste;SP;Monteiro Lobato;2021-11-21;4653.0;283.0;0;9;0;0.0608209757145927;0.0019342359767891;0.3125
Bom Princípio;12;26;Sul;RS;Bom Princípio;2021-11-21;14055.0;2236.0;0;34;0;0.1590892920668801;0.0024190679473496;0.46153846153846156
Buriti do Tocantins;9;36;Norte;TO;Buriti do Tocantins;2021-11-21;11348.0;1263.0;0;22;0;0.1112971448713429;0.0019386676066267;0.25
Cruzeiro da Fortaleza;6;14;Sudeste;MG;Cruzeiro da Fortaleza;2021-11-21;3626.0;392.0;0;7;0;0.1081081081081081;0.0019305019305019;0.42857142857142855
Almas;12;77;Norte;TO;Almas;2021-11-21;7055.0;239.0;0;5;0;0.0338766832034018;0.0007087172218284;0.15584415584415584
Aral Moreira;11;23;Centro-Oeste;MS;Aral Moreira;2021-11-21;12149.0;561.0;0;16;0;0.0461766400526792;0.0013169808214667;0.4782608695652174
Medicilândia;31;57;Norte;PA;Medicilândia;2021-11-21;31597.0;3625.0;0;55;0;0.1147260815900243;0.0017406715827451;0.543859649122807
São João do Triunfo;9;24;Sul;PR;São João do Triunfo;2021-11-21;15120.0;855.0;0;10;0;0.056547619047619;0.0006613756613756;0.375
Senhora dos Remédios;8;11;Sudeste;MG;Senhora dos Remédios;2021-11-21;10459.0;450.0;0;17;0;0.0430251458074385;0.0016253943971699;0.7272727272727273
Senhora de Oliveira;8;12;Sudeste;MG;Senhora de Oliveira;2021-11-21;5786.0;303.0;0;8;0;0.0523677843069478;0.0013826477704804;0.6666666666666666
Itarantim;15;27;Nordeste;BA;Itarantim;2021-11-21;19747.0;731.0;0;27;0;0.0370182812579125;0.0013672962981718;0.5555555555555556
Roncador;14;34;Sul;PR;Roncador;2021-11-21;9849.0;1254.0;0;20;0;0.1273225708193725;0.0020306630114732;0.4117647058823529
Alfredo Chaves;14;35;Sudeste;ES;Alfredo Chaves;2021-11-21;14601.0;2822.0;0;43;0;0.193274433257996;0.0029450037668652;0.4
Estrela do Norte;12;29;Sudeste;SP;Estrela do Norte;2021-11-21;2766.0;383.0;0;6;0;0.138467100506146;0.0021691973969631;0.41379310344827586
São Miguel do Tocantins;16;48;Norte;TO;São Miguel do Tocantins;2021-11-21;12139.0;709.0;0;17;0;0.0584067880385534;0.0014004448471867;0.3333333333333333
Mozarlândia;5;53;Centro-Oeste;GO;Mozarlândia;2021-11-21;15659.0;2688.0;0;30;0;0.1716584711667411;0.0019158311514145;0.09433962264150944
Datas;17;29;Sudeste;MG;Datas;2021-11-21;5410.0;564.0;0;13;0;0.1042513863216266;0.0024029574861367;0.5862068965517241
Canhotinho;34;77;Nordeste;PE;Canhotinho;2021-11-21;24804.0;656.0;0;32;0;0.0264473472020641;0.0012901144976616;0.44155844155844154
Lagoa de Velhos;1;2;Nordeste;RN;Lagoa de Velhos;2021-11-21;2732.0;241.0;0;10;0;0.0882137628111273;0.0036603221083455;0.5
Quilombo;23;38;Sul;SC;Quilombo;2021-11-21;9887.0;1730.0;0;44;0;0.1749772428441387;0.0044502882573075;0.6052631578947368
Taiaçu;2;4;Sudeste;SP;Taiaçu;2021-11-21;6295.0;402.0;0;12;0;0.0638602065131056;0.0019062748212867;0.5
Capivari do Sul;11;22;Sul;RS;Capivari do Sul;2021-11-21;4660.0;1063.0;0;9;0;0.2281115879828326;0.001931330472103;0.5
Jateí;15;23;Centro-Oeste;MS;Jateí;2021-11-21;4027.0;491.0;0;6;0;0.1219269927986093;0.0014899428855227;0.6521739130434783
Monte Sião;54;86;Sudeste;MG;Monte Sião;2021-11-21;23803.0;2836.0;0;39;1;0.1191446456329034;0.0016384489350081;0.627906976744186
Frutuoso Gomes;9;11;Nordeste;RN;Frutuoso Gomes;2021-11-21;4068.0;1126.0;2;10;0;0.2767944936086529;0.0024582104228121;0.8181818181818182
Divinópolis do Tocantins;6;25;Norte;TO;Divinópolis do Tocantins;2021-11-21;6900.0;880.0;0;10;0;0.1275362318840579;0.0014492753623188;0.24
Jataúba;42;70;Nordeste;PE;Jataúba;2021-11-21;17150.0;1404.0;0;21;0;0.0818658892128279;0.0012244897959183;0.6
Itaúba;6;12;Centro-Oeste;MT;Itaúba;2021-11-21;3802.0;876.0;0;28;0;0.230405049973698;0.0073645449763282;0.5
Lamim;3;12;Sudeste;MG;Lamim;2021-11-21;3391.0;159.0;0;3;0;0.0468888233559422;0.0008846947803007;0.25
Brejetuba;14;30;Sudeste;ES;Brejetuba;2021-11-21;12404.0;1829.0;0;16;0;0.1474524346984843;0.00128990648178;0.4666666666666667
Carmo do Rio Claro;41;66;Sudeste;MG;Carmo do Rio Claro;2021-11-21;21225.0;1647.0;0;63;0;0.0775971731448763;0.0029681978798586;0.6212121212121212
